id	cluster_size
NC_000913.3_3946	1
NC_000913.3_3779	1
NC_000913.3_805	1
NC_000913.3_634	1
NC_000913.3_373	3
NC_000913.3_2714	1
NC_000913.3_547	1
NC_000913.3_2837	2
NC_000913.3_971	1
NC_000913.3_898	1
NC_000913.3_4004	1
NC_000913.3_3954	1
NC_000913.3_2850	1
NC_000913.3_3871	1
NC_000913.3_1433	1
NC_000913.3_1459	1
NC_000913.3_1601	1
NC_000913.3_2019	2
NC_000913.3_163	1
NC_000913.3_2838	1
NC_000913.3_611	1
NC_000913.3_4026	1
NC_000913.3_846	1
NC_000913.3_2703	1
NC_000913.3_1980	1
NC_000913.3_2608	1
NC_000913.3_3085	1
NC_000913.3_936	2
NC_000913.3_1591	1
NC_000913.3_2929	1
NC_000913.3_2129	1
NC_000913.3_152	1
NC_000913.3_1183	1
NC_000913.3_2512	1
NC_000913.3_3270	1
NC_000913.3_2964	1
NC_000913.3_3747	1
NC_000913.3_1698	1
NC_000913.3_366	1
NC_000913.3_391	1
NC_000913.3_3145	1
NC_000913.3_1147	1
NC_000913.3_3835	1
NC_000913.3_987	1
NC_000913.3_1094	1
NC_000913.3_1670	1
NC_000913.3_3341	1
NC_000913.3_199	1
NC_000913.3_3235	1
NC_000913.3_2087	2
NC_000913.3_2987	1
NC_000913.3_1563	1
NC_000913.3_2808	1
NC_000913.3_1034	1
NC_000913.3_1405	1
NC_000913.3_709	1
NC_000913.3_3653	1
NC_000913.3_2874	1
NC_000913.3_3059	1
NC_000913.3_1427	1
NC_000913.3_2901	4
NC_000913.3_2213	1
NC_000913.3_2356	1
NC_000913.3_710	1
NC_000913.3_3282	1
NC_000913.3_590	2
NC_000913.3_1938	1
NC_000913.3_3423	1
NC_000913.3_3248	1
NC_000913.3_2880	1
NC_000913.3_4180	1
NC_000913.3_3755	2
NC_000913.3_1838	4
NC_000913.3_3342	1
NC_000913.3_1341	3
NC_000913.3_870	1
NC_000913.3_2876	1
NC_000913.3_1856	1
NC_000913.3_156	1
NC_000913.3_1470	1
NC_000913.3_969	1
NC_000913.3_2497	1
NC_000913.3_180	1
NC_000913.3_1169	1
NC_000913.3_530	1
NC_000913.3_1462	1
NC_000913.3_1463	1
NC_000913.3_2587	1
NC_000913.3_1384	1
NC_000913.3_3309	2
NC_000913.3_1520	2
NC_000913.3_3093	1
NC_000913.3_1641	1
NC_000913.3_3254	1
NC_000913.3_4131	1
NC_000913.3_4291	1
NC_000913.3_1390	1
NC_000913.3_800	1
NC_000913.3_1836	1
NC_000913.3_3582	1
NC_000913.3_4012	1
NC_000913.3_512	1
NC_000913.3_2777	1
NC_000913.3_352	1
NC_000913.3_1668	1
NC_000913.3_3725	1
NC_000913.3_2328	1
NC_000913.3_1326	1
NC_000913.3_897	1
NC_000913.3_2301	1
NC_000913.3_2643	1
NC_000913.3_3073	1
NC_000913.3_1491	1
NC_000913.3_4132	2
NC_000913.3_2218	1
NC_000913.3_516	1
NC_000913.3_84	2
NC_000913.3_2920	4
NC_000913.3_3213	1
NC_000913.3_201	1
NC_000913.3_3920	1
NC_000913.3_115	1
NC_000913.3_1724	1
NC_000913.3_4096	1
NC_000913.3_2065	2
NC_000913.3_809	1
NC_000913.3_46	1
NC_000913.3_2331	1
NC_000913.3_2200	3
NC_000913.3_3997	1
NC_000913.3_1529	1
NC_000913.3_2788	1
NC_000913.3_3786	2
NC_000913.3_4011	1
NC_000913.3_45	2
NC_000913.3_2201	1
NC_000913.3_311	1
NC_000913.3_135	1
NC_000913.3_448	1
NC_000913.3_1435	1
NC_000913.3_1556	1
NC_000913.3_3205	1
NC_000913.3_1192	1
NC_000913.3_1256	1
NC_000913.3_40	2
NC_000913.3_4087	1
NC_000913.3_2962	1
NC_000913.3_1945	1
NC_000913.3_4	1
NC_000913.3_2349	1
NC_000913.3_29	1
NC_000913.3_3456	1
NC_000913.3_1788	1
NC_000913.3_3183	3
NC_000913.3_3471	1
NC_000913.3_36	1
NC_000913.3_4282	1
NC_000913.3_1975	1
NC_000913.3_1305	1
NC_000913.3_3858	1
NC_000913.3_3636	1
NC_000913.3_1281	1
NC_000913.3_746	1
NC_000913.3_1732	1
NC_000913.3_3127	1
NC_000913.3_3940	1
NC_000913.3_4288	1
NC_000913.3_1017	3
NC_000913.3_2059	1
NC_000913.3_2526	1
NC_000913.3_1342	3
NC_000913.3_2108	3
NC_000913.3_734	1
NC_000913.3_141	1
NC_000913.3_2223	8
NC_000913.3_2505	1
NC_000913.3_3687	3
NC_000913.3_1027	1
NC_000913.3_4077	2
NC_000913.3_1346	1
NC_000913.3_100	1
NC_000913.3_992	1
NC_000913.3_1392	1
NC_000913.3_1877	1
NC_000913.3_2898	1
NC_000913.3_1822	1
NC_000913.3_2316	1
NC_000913.3_3538	2
NC_000913.3_488	1
NC_000913.3_1999	1
NC_000913.3_3870	1
NC_000913.3_3842	2
NC_000913.3_2478	1
NC_000913.3_1978	1
NC_000913.3_536	1
NC_000913.3_2357	1
NC_000913.3_509	1
NC_000913.3_204	1
NC_000913.3_2925	1
NC_000913.3_2806	2
NC_000913.3_822	1
NC_000913.3_2459	2
NC_000913.3_575	1
NC_000913.3_601	3
NC_000913.3_3704	1
NC_000913.3_3767	1
NC_000913.3_3208	1
NC_000913.3_3901	1
NC_000913.3_3225	1
NC_000913.3_2712	2
NC_000913.3_76	1
NC_000913.3_1409	1
NC_000913.3_2862	1
NC_000913.3_3992	1
NC_000913.3_1268	1
NC_000913.3_635	1
NC_000913.3_3001	1
NC_000913.3_2212	3
NC_000913.3_2421	1
NC_000913.3_2387	1
NC_000913.3_1808	1
NC_000913.3_1368	2
NC_000913.3_1840	1
NC_000913.3_3912	1
NC_000913.3_811	1
NC_000913.3_261	1
NC_000913.3_2912	1
NC_000913.3_930	1
NC_000913.3_2671	1
NC_000913.3_1855	1
NC_000913.3_1129	1
NC_000913.3_4010	1
NC_000913.3_2604	1
NC_000913.3_3063	1
NC_000913.3_337	1
NC_000913.3_2680	1
NC_000913.3_2873	1
NC_000913.3_3285	1
NC_000913.3_1536	1
NC_000913.3_2126	1
NC_000913.3_2344	1
NC_000913.3_4137	2
NC_000913.3_2067	1
NC_000913.3_3512	1
NC_000913.3_3378	1
NC_000913.3_2953	1
NC_000913.3_3140	1
NC_000913.3_4064	1
NC_000913.3_2306	1
NC_000913.3_932	1
NC_000913.3_1769	1
NC_000913.3_209	1
NC_000913.3_678	1
NC_000913.3_4143	1
NC_000913.3_2943	1
NC_000913.3_44	2
NC_000913.3_3405	1
NC_000913.3_1905	1
NC_000913.3_323	1
NC_000913.3_2466	1
NC_000913.3_3451	1
NC_000913.3_816	1
NC_000913.3_644	1
NC_000913.3_2793	1
NC_000913.3_1456	2
NC_000913.3_669	1
NC_000913.3_579	1
NC_000913.3_1982	1
NC_000913.3_4130	1
NC_000913.3_3253	1
NC_000913.3_2097	1
NC_000913.3_94	1
NC_000913.3_823	1
NC_000913.3_946	1
NC_000913.3_2627	1
NC_000913.3_3924	1
NC_000913.3_2413	1
NC_000913.3_4314	1
NC_000913.3_2822	1
NC_000913.3_3011	1
NC_000913.3_2240	1
NC_000913.3_2283	1
NC_000913.3_2028	1
NC_000913.3_3498	1
NC_000913.3_299	1
NC_000913.3_974	1
NC_000913.3_2609	1
NC_000913.3_4153	1
NC_000913.3_2868	1
NC_000913.3_2624	1
NC_000913.3_4306	1
NC_000913.3_331	1
NC_000913.3_3168	1
NC_000913.3_2159	1
NC_000913.3_1748	1
NC_000913.3_2662	1
NC_000913.3_3794	1
NC_000913.3_3831	1
NC_000913.3_4037	2
NC_000913.3_4229	1
NC_000913.3_990	1
NC_000913.3_2425	1
NC_000913.3_567	1
NC_000913.3_228	1
NC_000913.3_2979	1
NC_000913.3_3432	1
NC_000913.3_411	8
NC_000913.3_1199	1
NC_000913.3_3291	1
NC_000913.3_1291	2
NC_000913.3_303	1
NC_000913.3_1555	1
NC_000913.3_1706	1
NC_000913.3_2408	5
NC_000913.3_873	1
NC_000913.3_2320	1
NC_000913.3_738	1
NC_000913.3_815	1
NC_000913.3_2657	1
NC_000913.3_4315	1
NC_000913.3_859	1
NC_000913.3_3846	1
NC_000913.3_828	1
NC_000913.3_1744	1
NC_000913.3_254	2
NC_000913.3_3486	1
NC_000913.3_414	1
NC_000913.3_2580	1
NC_000913.3_2498	1
NC_000913.3_3630	1
NC_000913.3_4230	1
NC_000913.3_911	1
NC_000913.3_1965	1
NC_000913.3_1134	2
NC_000913.3_833	6
NC_000913.3_3797	1
NC_000913.3_1791	1
NC_000913.3_2315	1
NC_000913.3_2893	1
NC_000913.3_392	3
NC_000913.3_2961	1
NC_000913.3_1375	1
NC_000913.3_4159	1
NC_000913.3_4295	1
NC_000913.3_1046	1
NC_000913.3_2548	1
NC_000913.3_3360	1
NC_000913.3_2768	2
NC_000913.3_2003	2
NC_000913.3_712	1
NC_000913.3_132	1
NC_000913.3_1053	1
NC_000913.3_3540	1
NC_000913.3_3619	1
NC_000913.3_2861	1
NC_000913.3_1206	1
NC_000913.3_2090	1
NC_000913.3_3483	1
NC_000913.3_751	1
NC_000913.3_438	1
NC_000913.3_3686	1
NC_000913.3_3682	1
NC_000913.3_2206	1
NC_000913.3_1939	1
NC_000913.3_3762	1
NC_000913.3_1177	1
NC_000913.3_2682	1
NC_000913.3_3306	1
NC_000913.3_2155	1
NC_000913.3_3142	1
NC_000913.3_3141	1
NC_000913.3_2763	1
NC_000913.3_2664	1
NC_000913.3_3953	1
NC_000913.3_2447	1
NC_000913.3_4092	1
NC_000913.3_177	1
NC_000913.3_3608	3
NC_000913.3_3680	1
NC_000913.3_3654	1
NC_000913.3_1335	1
NC_000913.3_124	1
NC_000913.3_1636	5
NC_000913.3_1474	1
NC_000913.3_346	1
NC_000913.3_960	1
NC_000913.3_4290	1
NC_000913.3_551	1
NC_000913.3_4251	1
NC_000913.3_3648	1
NC_000913.3_1804	1
NC_000913.3_2766	1
NC_000913.3_3607	1
NC_000913.3_3790	1
NC_000913.3_3853	1
NC_000913.3_4120	1
NC_000913.3_2581	1
NC_000913.3_3796	1
NC_000913.3_1643	1
NC_000913.3_2701	10
NC_000913.3_495	1
NC_000913.3_3788	1
NC_000913.3_3867	1
NC_000913.3_2373	1
NC_000913.3_171	1
NC_000913.3_3800	1
NC_000913.3_970	2
NC_000913.3_1476	1
NC_000913.3_1772	1
NC_000913.3_2172	1
NC_000913.3_3303	1
NC_000913.3_741	1
NC_000913.3_1655	1
NC_000913.3_123	1
NC_000913.3_263	2
NC_000913.3_4129	1
NC_000913.3_1172	1
NC_000913.3_3157	1
NC_000913.3_2814	1
NC_000913.3_2348	2
NC_000913.3_360	1
NC_000913.3_3132	1
NC_000913.3_4066	1
NC_000913.3_3910	1
NC_000913.3_2102	18
NC_000913.3_3628	1
NC_000913.3_3843	1
NC_000913.3_2668	1
NC_000913.3_830	1
NC_000913.3_3752	1
NC_000913.3_3077	1
NC_000913.3_3754	1
NC_000913.3_95	1
NC_000913.3_3539	1
NC_000913.3_1434	1
NC_000913.3_2195	1
NC_000913.3_594	1
NC_000913.3_2879	1
NC_000913.3_2194	1
NC_000913.3_2063	1
NC_000913.3_1490	1
NC_000913.3_3896	1
NC_000913.3_143	1
NC_000913.3_1780	1
NC_000913.3_781	1
NC_000913.3_1777	1
NC_000913.3_3123	1
NC_000913.3_3862	1
NC_000913.3_726	1
NC_000913.3_2454	1
NC_000913.3_3931	1
NC_000913.3_1704	1
NC_000913.3_4304	1
NC_000913.3_80	1
NC_000913.3_215	1
NC_000913.3_562	1
NC_000913.3_3807	1
NC_000913.3_2095	1
NC_000913.3_554	2
NC_000913.3_3258	1
NC_000913.3_877	1
NC_000913.3_3763	1
NC_000913.3_1363	1
NC_000913.3_2221	1
NC_000913.3_1961	1
NC_000913.3_3856	1
NC_000913.3_1090	1
NC_000913.3_1111	1
NC_000913.3_3964	1
NC_000913.3_282	1
NC_000913.3_1578	1
NC_000913.3_2465	1
NC_000913.3_2620	1
NC_000913.3_4242	2
NC_000913.3_3724	1
NC_000913.3_2202	1
NC_000913.3_3564	1
NC_000913.3_1869	1
NC_000913.3_2661	2
NC_000913.3_4267	1
NC_000913.3_2017	1
NC_000913.3_3743	1
NC_000913.3_1430	1
NC_000913.3_4050	1
NC_000913.3_179	1
NC_000913.3_1648	1
NC_000913.3_1245	1
NC_000913.3_4219	2
NC_000913.3_2391	1
NC_000913.3_839	1
NC_000913.3_4165	1
NC_000913.3_3445	1
NC_000913.3_4084	1
NC_000913.3_1493	1
NC_000913.3_3129	1
NC_000913.3_2050	1
NC_000913.3_666	1
NC_000913.3_1932	2
NC_000913.3_4038	1
NC_000913.3_3438	1
NC_000913.3_186	1
NC_000913.3_3728	1
NC_000913.3_2227	1
NC_000913.3_3581	1
NC_000913.3_522	1
NC_000913.3_4123	1
NC_000913.3_2921	1
NC_000913.3_745	1
NC_000913.3_1782	1
NC_000913.3_4203	1
NC_000913.3_643	1
NC_000913.3_356	6
NC_000913.3_1329	1
NC_000913.3_2486	1
NC_000913.3_3029	1
NC_000913.3_3187	1
NC_000913.3_1280	1
NC_000913.3_2398	1
NC_000913.3_2036	1
NC_000913.3_2569	1
NC_000913.3_1630	1
NC_000913.3_1581	1
NC_000913.3_794	1
NC_000913.3_255	1
NC_000913.3_653	1
NC_000913.3_2241	1
NC_000913.3_3430	5
NC_000913.3_2785	1
NC_000913.3_1505	1
NC_000913.3_2089	1
NC_000913.3_3511	1
NC_000913.3_3851	1
NC_000913.3_2351	1
NC_000913.3_755	1
NC_000913.3_267	1
NC_000913.3_3216	1
NC_000913.3_3569	1
NC_000913.3_3153	1
NC_000913.3_2149	1
NC_000913.3_1659	1
NC_000913.3_137	1
NC_000913.3_2980	1
NC_000913.3_3316	1
NC_000913.3_3980	1
NC_000913.3_3401	3
NC_000913.3_864	2
NC_000913.3_2685	1
NC_000913.3_1116	1
NC_000913.3_2360	1
NC_000913.3_268	1
NC_000913.3_3023	2
NC_000913.3_2958	1
NC_000913.3_3326	1
NC_000913.3_1948	1
NC_000913.3_1703	1
NC_000913.3_2857	1
NC_000913.3_269	1
NC_000913.3_3994	1
NC_000913.3_3764	1
NC_000913.3_2077	1
NC_000913.3_555	1
NC_000913.3_1425	1
NC_000913.3_2146	1
NC_000913.3_1056	1
NC_000913.3_1767	1
NC_000913.3_1845	1
NC_000913.3_3019	1
NC_000913.3_676	1
NC_000913.3_4018	1
NC_000913.3_496	1
NC_000913.3_961	1
NC_000913.3_2245	2
NC_000913.3_2174	1
NC_000913.3_506	1
NC_000913.3_1092	1
NC_000913.3_1637	1
NC_000913.3_3281	1
NC_000913.3_4110	1
NC_000913.3_3266	1
NC_000913.3_1059	1
NC_000913.3_3527	1
NC_000913.3_1931	1
NC_000913.3_3017	1
NC_000913.3_3904	1
NC_000913.3_1596	1
NC_000913.3_1369	1
NC_000913.3_442	1
NC_000913.3_2761	2
NC_000913.3_3347	1
NC_000913.3_3897	1
NC_000913.3_2456	1
NC_000913.3_1771	1
NC_000913.3_1148	1
NC_000913.3_1859	1
NC_000913.3_2022	1
NC_000913.3_2687	1
NC_000913.3_3534	1
NC_000913.3_1364	1
NC_000913.3_2589	1
NC_000913.3_2564	1
NC_000913.3_3287	1
NC_000913.3_1131	1
NC_000913.3_3076	1
NC_000913.3_30	1
NC_000913.3_4049	1
NC_000913.3_912	1
NC_000913.3_150	1
NC_000913.3_2429	1
NC_000913.3_1211	1
NC_000913.3_1347	1
NC_000913.3_4218	1
NC_000913.3_69	2
NC_000913.3_3939	1
NC_000913.3_1657	1
NC_000913.3_1062	1
NC_000913.3_1078	1
NC_000913.3_1383	1
NC_000913.3_3547	1
NC_000913.3_3503	1
NC_000913.3_2706	3
NC_000913.3_3335	1
NC_000913.3_3979	1
NC_000913.3_1606	1
NC_000913.3_2951	1
NC_000913.3_1266	1
NC_000913.3_3850	1
NC_000913.3_3880	1
NC_000913.3_1185	1
NC_000913.3_1818	1
NC_000913.3_1028	2
NC_000913.3_2599	8
NC_000913.3_1109	1
NC_000913.3_2006	1
NC_000913.3_3322	1
NC_000913.3_702	1
NC_000913.3_3293	1
NC_000913.3_2403	1
NC_000913.3_2585	2
NC_000913.3_1480	1
NC_000913.3_2179	1
NC_000913.3_548	6
NC_000913.3_3981	2
NC_000913.3_361	1
NC_000913.3_2309	1
NC_000913.3_752	1
NC_000913.3_2773	1
NC_000913.3_3657	1
NC_000913.3_200	1
NC_000913.3_2995	1
NC_000913.3_687	1
NC_000913.3_242	1
NC_000913.3_324	1
NC_000913.3_435	2
NC_000913.3_2405	1
NC_000913.3_3434	1
NC_000913.3_2084	1
NC_000913.3_3152	3
NC_000913.3_1577	1
NC_000913.3_2606	1
NC_000913.3_322	1
NC_000913.3_4040	2
NC_000913.3_1616	1
NC_000913.3_2851	1
NC_000913.3_461	1
NC_000913.3_3232	1
NC_000913.3_719	6
NC_000913.3_1751	1
NC_000913.3_2142	1
NC_000913.3_1036	1
NC_000913.3_2821	1
NC_000913.3_3614	1
NC_000913.3_735	1
NC_000913.3_4281	1
NC_000913.3_330	1
NC_000913.3_2145	3
NC_000913.3_821	1
NC_000913.3_1725	1
NC_000913.3_112	2
NC_000913.3_3333	1
NC_000913.3_4069	1
NC_000913.3_1644	3
NC_000913.3_3962	1
NC_000913.3_1956	1
NC_000913.3_2991	1
NC_000913.3_3396	1
NC_000913.3_3618	1
NC_000913.3_1746	1
NC_000913.3_2416	1
NC_000913.3_3097	1
NC_000913.3_259	1
NC_000913.3_812	1
NC_000913.3_938	1
NC_000913.3_2275	1
NC_000913.3_3286	1
NC_000913.3_462	1
NC_000913.3_2462	1
NC_000913.3_2125	1
NC_000913.3_4003	1
NC_000913.3_1188	1
NC_000913.3_2963	1
NC_000913.3_161	1
NC_000913.3_399	1
NC_000913.3_1586	1
NC_000913.3_2702	1
NC_000913.3_1685	1
NC_000913.3_475	1
NC_000913.3_3813	1
NC_000913.3_2273	1
NC_000913.3_4280	1
NC_000913.3_339	1
NC_000913.3_1110	1
NC_000913.3_1727	1
NC_000913.3_2844	1
NC_000913.3_3465	1
NC_000913.3_1272	1
NC_000913.3_1717	1
NC_000913.3_1642	2
NC_000913.3_1557	1
NC_000913.3_842	1
NC_000913.3_3710	2
NC_000913.3_742	1
NC_000913.3_1843	1
NC_000913.3_1339	1
NC_000913.3_2423	1
NC_000913.3_1376	1
NC_000913.3_136	1
NC_000913.3_1736	1
NC_000913.3_118	2
NC_000913.3_4014	1
NC_000913.3_4100	1
NC_000913.3_3064	2
NC_000913.3_2629	4
NC_000913.3_93	4
NC_000913.3_2633	2
NC_000913.3_2134	4
NC_000913.3_3714	1
NC_000913.3_1009	1
NC_000913.3_2035	1
NC_000913.3_2410	1
NC_000913.3_3717	1
NC_000913.3_728	1
NC_000913.3_1807	1
NC_000913.3_2791	1
NC_000913.3_3105	1
NC_000913.3_3460	1
NC_000913.3_3437	1
NC_000913.3_4274	1
NC_000913.3_3518	1
NC_000913.3_4171	1
NC_000913.3_1126	1
NC_000913.3_2037	1
NC_000913.3_2539	1
NC_000913.3_3400	1
NC_000913.3_1960	1
NC_000913.3_1688	1
NC_000913.3_2707	2
NC_000913.3_3243	1
NC_000913.3_2781	1
NC_000913.3_2959	1
NC_000913.3_1884	1
NC_000913.3_4234	1
NC_000913.3_348	1
NC_000913.3_3595	1
NC_000913.3_394	1
NC_000913.3_4112	1
NC_000913.3_2164	8
NC_000913.3_608	1
NC_000913.3_1603	1
NC_000913.3_2750	1
NC_000913.3_2184	1
NC_000913.3_3087	1
NC_000913.3_3164	1
NC_000913.3_3404	1
NC_000913.3_2452	1
NC_000913.3_1471	1
NC_000913.3_1735	1
NC_000913.3_895	1
NC_000913.3_2088	1
NC_000913.3_4253	1
NC_000913.3_3664	1
NC_000913.3_81	1
NC_000913.3_245	1
NC_000913.3_866	1
NC_000913.3_2104	1
NC_000913.3_593	1
NC_000913.3_2616	1
NC_000913.3_116	1
NC_000913.3_831	1
NC_000913.3_2502	1
NC_000913.3_153	1
NC_000913.3_3072	1
NC_000913.3_3756	1
NC_000913.3_3031	1
NC_000913.3_188	1
NC_000913.3_203	1
NC_000913.3_747	2
NC_000913.3_1696	1
NC_000913.3_91	1
NC_000913.3_4285	1
NC_000913.3_2847	1
NC_000913.3_1327	2
NC_000913.3_565	1
NC_000913.3_3989	2
NC_000913.3_1906	1
NC_000913.3_3604	1
NC_000913.3_101	1
NC_000913.3_3647	1
NC_000913.3_3609	1
NC_000913.3_1971	1
NC_000913.3_1157	1
NC_000913.3_2151	1
NC_000913.3_3507	1
NC_000913.3_2366	1
NC_000913.3_1913	1
NC_000913.3_2833	1
NC_000913.3_3963	1
NC_000913.3_3485	1
NC_000913.3_3798	1
NC_000913.3_4113	1
NC_000913.3_1351	1
NC_000913.3_4192	3
NC_000913.3_3155	1
NC_000913.3_900	2
NC_000913.3_1527	6
NC_000913.3_1625	1
NC_000913.3_2457	5
NC_000913.3_3234	1
NC_000913.3_1519	1
NC_000913.3_1248	1
NC_000913.3_2902	2
NC_000913.3_2713	1
NC_000913.3_3321	1
NC_000913.3_1127	1
NC_000913.3_379	1
NC_000913.3_1582	1
NC_000913.3_1138	1
NC_000913.3_2840	1
NC_000913.3_3716	1
NC_000913.3_713	1
NC_000913.3_2225	1
NC_000913.3_1646	1
NC_000913.3_2537	1
NC_000913.3_1153	1
NC_000913.3_3227	3
NC_000913.3_3982	1
NC_000913.3_290	1
NC_000913.3_3663	1
NC_000913.3_3005	1
NC_000913.3_358	6
NC_000913.3_975	2
NC_000913.3_1338	1
NC_000913.3_3841	1
NC_000913.3_3734	1
NC_000913.3_2292	5
NC_000913.3_3387	2
NC_000913.3_4308	1
NC_000913.3_1690	1
NC_000913.3_1576	1
NC_000913.3_1775	1
NC_000913.3_2190	1
NC_000913.3_1367	1
NC_000913.3_3114	1
NC_000913.3_1526	1
NC_000913.3_1050	1
NC_000913.3_4017	4
NC_000913.3_605	1
NC_000913.3_3902	1
NC_000913.3_1232	1
NC_000913.3_995	1
NC_000913.3_1337	1
NC_000913.3_708	1
NC_000913.3_1139	1
NC_000913.3_1464	1
NC_000913.3_2101	1
NC_000913.3_2083	1
NC_000913.3_3627	1
NC_000913.3_2945	5
NC_000913.3_2949	1
NC_000913.3_485	1
NC_000913.3_1077	1
NC_000913.3_1163	1
NC_000913.3_344	1
NC_000913.3_1619	2
NC_000913.3_1170	1
NC_000913.3_2372	1
NC_000913.3_3863	1
NC_000913.3_4095	1
NC_000913.3_943	1
NC_000913.3_1629	1
NC_000913.3_165	1
NC_000913.3_2697	1
NC_000913.3_3256	1
NC_000913.3_3806	1
NC_000913.3_720	1
NC_000913.3_247	1
NC_000913.3_1658	1
NC_000913.3_1979	1
NC_000913.3_698	1
NC_000913.3_2297	1
NC_000913.3_1737	1
NC_000913.3_3768	1
NC_000913.3_3389	1
NC_000913.3_2825	1
NC_000913.3_2148	1
NC_000913.3_980	1
NC_000913.3_140	1
NC_000913.3_852	1
NC_000913.3_3427	1
NC_000913.3_2471	2
NC_000913.3_578	1
NC_000913.3_397	1
NC_000913.3_2434	1
NC_000913.3_2915	1
NC_000913.3_298	1
NC_000913.3_1523	1
NC_000913.3_2831	1
NC_000913.3_2330	1
NC_000913.3_3848	1
NC_000913.3_1615	3
NC_000913.3_2032	1
NC_000913.3_4228	1
NC_000913.3_1407	1
NC_000913.3_326	1
NC_000913.3_342	1
NC_000913.3_3588	1
NC_000913.3_3696	1
NC_000913.3_3948	1
NC_000913.3_667	1
NC_000913.3_3973	1
NC_000913.3_4223	1
NC_000913.3_1306	1
NC_000913.3_10	1
NC_000913.3_3043	2
NC_000913.3_4190	1
NC_000913.3_4262	1
NC_000913.3_1105	1
NC_000913.3_2343	2
NC_000913.3_3757	1
NC_000913.3_3868	1
NC_000913.3_4042	1
NC_000913.3_1633	1
NC_000913.3_3196	1
NC_000913.3_3053	2
NC_000913.3_3397	1
NC_000913.3_622	1
NC_000913.3_850	1
NC_000913.3_1719	1
NC_000913.3_3839	1
NC_000913.3_2974	1
NC_000913.3_53	1
NC_000913.3_501	1
NC_000913.3_1612	1
NC_000913.3_3815	1
NC_000913.3_3049	1
NC_000913.3_388	1
NC_000913.3_2602	1
NC_000913.3_4105	3
NC_000913.3_4121	1
NC_000913.3_1758	3
NC_000913.3_4174	1
NC_000913.3_3374	3
NC_000913.3_2843	1
NC_000913.3_14	1
NC_000913.3_1981	1
NC_000913.3_1863	3
NC_000913.3_4134	2
NC_000913.3_3384	1
NC_000913.3_569	4
NC_000913.3_646	1
NC_000913.3_2739	1
NC_000913.3_2802	1
NC_000913.3_609	1
NC_000913.3_3821	1
NC_000913.3_2055	1
NC_000913.3_4099	1
NC_000913.3_721	1
NC_000913.3_1575	1
NC_000913.3_2914	1
NC_000913.3_1227	3
NC_000913.3_868	1
NC_000913.3_560	1
NC_000913.3_3677	1
NC_000913.3_3170	1
NC_000913.3_1277	3
NC_000913.3_1911	18
NC_000913.3_426	1
NC_000913.3_1345	11
NC_000913.3_168	1
NC_000913.3_1357	1
NC_000913.3_1151	1
NC_000913.3_526	2
NC_000913.3_2296	2
NC_000913.3_2815	1
NC_000913.3_3012	1
NC_000913.3_1352	1
NC_000913.3_1768	1
NC_000913.3_1055	1
NC_000913.3_251	5
NC_000913.3_2877	1
NC_000913.3_626	1
NC_000913.3_4074	1
NC_000913.3_3484	2
NC_000913.3_378	6
NC_000913.3_2871	1
NC_000913.3_111	1
NC_000913.3_1030	1
NC_000913.3_2419	1
NC_000913.3_1489	1
NC_000913.3_2694	1
NC_000913.3_2566	1
NC_000913.3_3643	1
NC_000913.3_3443	1
NC_000913.3_3999	1
NC_000913.3_1204	1
NC_000913.3_288	1
NC_000913.3_2024	1
NC_000913.3_2300	1
NC_000913.3_2666	1
NC_000913.3_280	1
NC_000913.3_4169	1
NC_000913.3_2889	1
NC_000913.3_1602	1
NC_000913.3_428	1
NC_000913.3_1517	1
NC_000913.3_3134	1
NC_000913.3_2418	1
NC_000913.3_3930	1
NC_000913.3_1604	2
NC_000913.3_3474	1
NC_000913.3_1426	1
NC_000913.3_1721	1
NC_000913.3_2521	1
NC_000913.3_440	1
NC_000913.3_3995	1
NC_000913.3_160	1
NC_000913.3_1691	1
NC_000913.3_2654	1
NC_000913.3_2693	1
NC_000913.3_1455	1
NC_000913.3_4246	1
NC_000913.3_3099	1
NC_000913.3_670	1
NC_000913.3_2927	1
NC_000913.3_1069	1
NC_000913.3_2098	1
NC_000913.3_3578	1
NC_000913.3_2563	1
NC_000913.3_2233	1
NC_000913.3_1892	1
NC_000913.3_213	1
NC_000913.3_3476	1
NC_000913.3_1231	1
NC_000913.3_1102	1
NC_000913.3_2913	1
NC_000913.3_3769	1
NC_000913.3_32	1
NC_000913.3_3399	1
NC_000913.3_1325	1
NC_000913.3_374	1
NC_000913.3_3591	3
NC_000913.3_327	13
NC_000913.3_2130	1
NC_000913.3_2731	1
NC_000913.3_2998	1
NC_000913.3_1064	1
NC_000913.3_2828	1
NC_000913.3_1560	1
NC_000913.3_1262	1
NC_000913.3_973	2
NC_000913.3_2166	1
NC_000913.3_3111	1
NC_000913.3_3750	1
NC_000913.3_3899	1
NC_000913.3_3320	1
NC_000913.3_4269	1
NC_000913.3_2436	1
NC_000913.3_2021	1
NC_000913.3_1482	1
NC_000913.3_656	1
NC_000913.3_3331	3
NC_000913.3_2128	1
NC_000913.3_2430	1
NC_000913.3_4276	1
NC_000913.3_999	1
NC_000913.3_3860	1
NC_000913.3_3548	3
NC_000913.3_1795	1
NC_000913.3_248	1
NC_000913.3_90	1
NC_000913.3_1957	1
NC_000913.3_1076	1
NC_000913.3_2558	1
NC_000913.3_4007	1
NC_000913.3_2470	2
NC_000913.3_602	1
