source	target	abs_weight	norm_weight
NC_000913.3_4217	NC_000913.3_827	1	1.0
NC_000913.3_3290	NC_000913.3_3291	1	1.0
NC_000913.3_625	NC_000913.3_3539	1	1.0
NC_000913.3_727	NC_000913.3_728	1	1.0
NC_000913.3_2611	NC_000913.3_197	1	0.04
NC_000913.3_281	NC_000913.3_280	1	1.0
NC_000913.3_281	NC_000913.3_282	1	1.0
NC_000913.3_1711	NC_000913.3_3309	1	0.5
NC_000913.3_4138	NC_000913.3_4137	1	0.5
NC_000913.3_4215	NC_000913.3_4214	1	1.0
NC_000913.3_2827	NC_000913.3_2828	1	1.0
NC_000913.3_2762	NC_000913.3_2763	1	1.0
NC_000913.3_1594	NC_000913.3_118	1	0.5
NC_000913.3_3190	NC_000913.3_2408	1	0.2
NC_000913.3_3190	NC_000913.3_2102	1	0.05555555555555555
NC_000913.3_1202	NC_000913.3_1201	1	1.0
NC_000913.3_316	NC_000913.3_3183	1	0.3333333333333333
NC_000913.3_4053	NC_000913.3_327	1	0.07692307692307693
NC_000913.3_3016	NC_000913.3_3017	1	0.5
NC_000913.3_1544	NC_000913.3_609	1	1.0
NC_000913.3_1544	NC_000913.3_611	1	1.0
NC_000913.3_170	NC_000913.3_254	1	0.5
NC_000913.3_170	NC_000913.3_171	1	1.0
NC_000913.3_1870	NC_000913.3_1869	1	1.0
NC_000913.3_3382	NC_000913.3_3383	1	1.0
NC_000913.3_717	NC_000913.3_1251	1	1.0
NC_000913.3_484	NC_000913.3_485	1	1.0
NC_000913.3_1985	NC_000913.3_1986	1	0.5
NC_000913.3_3308	NC_000913.3_3307	1	1.0
NC_000913.3_3302	NC_000913.3_3303	1	1.0
NC_000913.3_2250	NC_000913.3_1911	1	0.05555555555555555
NC_000913.3_1916	NC_000913.3_758	1	1.0
NC_000913.3_146	NC_000913.3_2102	1	0.05555555555555555
NC_000913.3_3599	NC_000913.3_84	1	0.25
NC_000913.3_1566	NC_000913.3_4221	1	0.5
NC_000913.3_996	NC_000913.3_995	1	1.0
NC_000913.3_1537	NC_000913.3_1536	1	1.0
NC_000913.3_521	NC_000913.3_520	1	0.5
NC_000913.3_521	NC_000913.3_1341	1	0.16666666666666666
NC_000913.3_466	NC_000913.3_864	1	0.5
NC_000913.3_490	NC_000913.3_3411	1	1.0
NC_000913.3_490	NC_000913.3_491	1	0.5
NC_000913.3_1451	NC_000913.3_3170	1	1.0
NC_000913.3_2865	NC_000913.3_1296	1	0.08333333333333333
NC_000913.3_178	NC_000913.3_177	1	1.0
NC_000913.3_178	NC_000913.3_179	1	1.0
NC_000913.3_696	NC_000913.3_1279	1	1.0
NC_000913.3_696	NC_000913.3_697	1	1.0
NC_000913.3_2845	NC_000913.3_1227	1	0.3333333333333333
NC_000913.3_2426	NC_000913.3_2398	1	0.25
NC_000913.3_3104	NC_000913.3_3103	1	1.0
NC_000913.3_3104	NC_000913.3_3105	1	1.0
NC_000913.3_890	NC_000913.3_889	1	0.5
NC_000913.3_1622	NC_000913.3_2223	1	0.125
NC_000913.3_1663	NC_000913.3_1664	1	1.0
NC_000913.3_4020	NC_000913.3_4019	1	1.0
NC_000913.3_104	NC_000913.3_2297	1	0.5
NC_000913.3_3640	NC_000913.3_3235	1	0.125
NC_000913.3_3640	NC_000913.3_2059	1	0.125
NC_000913.3_3640	NC_000913.3_3992	1	0.125
NC_000913.3_3640	NC_000913.3_3248	1	0.125
NC_000913.3_3820	NC_000913.3_3552	1	0.5
NC_000913.3_3820	NC_000913.3_3821	1	1.0
NC_000913.3_2064	NC_000913.3_3475	1	1.0
NC_000913.3_1387	NC_000913.3_2102	1	0.018518518518518517
NC_000913.3_1387	NC_000913.3_3614	1	0.3333333333333333
NC_000913.3_1918	NC_000913.3_758	1	1.0
NC_000913.3_3257	NC_000913.3_3256	1	1.0
NC_000913.3_3257	NC_000913.3_3258	1	1.0
NC_000913.3_110	NC_000913.3_3391	1	0.3333333333333333
NC_000913.3_3273	NC_000913.3_197	1	0.2
NC_000913.3_3273	NC_000913.3_3274	1	1.0
NC_000913.3_3198	NC_000913.3_2044	1	0.25
NC_000913.3_3198	NC_000913.3_2768	1	0.125
NC_000913.3_3198	NC_000913.3_2770	1	0.25
NC_000913.3_3307	NC_000913.3_3306	1	1.0
NC_000913.3_3617	NC_000913.3_3607	1	1.0
NC_000913.3_3617	NC_000913.3_3618	1	1.0
NC_000913.3_1540	NC_000913.3_548	1	0.16666666666666666
NC_000913.3_2044	NC_000913.3_327	1	0.07692307692307693
NC_000913.3_2729	NC_000913.3_2325	1	0.25
NC_000913.3_3557	NC_000913.3_2585	1	0.1
NC_000913.3_847	NC_000913.3_1857	1	0.05555555555555555
NC_000913.3_847	NC_000913.3_411	1	0.013888888888888888
NC_000913.3_847	NC_000913.3_2306	1	0.1111111111111111
NC_000913.3_847	NC_000913.3_3448	1	0.05555555555555555
NC_000913.3_847	NC_000913.3_2403	1	0.1111111111111111
NC_000913.3_847	NC_000913.3_2405	1	0.1111111111111111
NC_000913.3_2120	NC_000913.3_892	1	0.5
NC_000913.3_2673	NC_000913.3_2661	1	0.5
NC_000913.3_675	NC_000913.3_3860	1	0.5
NC_000913.3_675	NC_000913.3_327	1	0.038461538461538464
NC_000913.3_56	NC_000913.3_57	1	1.0
NC_000913.3_3060	NC_000913.3_3061	1	1.0
NC_000913.3_1052	NC_000913.3_1053	1	1.0
NC_000913.3_2699	NC_000913.3_2700	1	1.0
NC_000913.3_2615	NC_000913.3_1701	1	0.5
NC_000913.3_2615	NC_000913.3_2616	1	1.0
NC_000913.3_3659	NC_000913.3_3660	1	1.0
NC_000913.3_1096	NC_000913.3_1097	1	1.0
NC_000913.3_1340	NC_000913.3_1339	1	1.0
NC_000913.3_1180	NC_000913.3_2707	1	0.5
NC_000913.3_1745	NC_000913.3_1746	1	1.0
NC_000913.3_2623	NC_000913.3_3572	1	0.2
NC_000913.3_1420	NC_000913.3_3709	1	1.0
NC_000913.3_2710	NC_000913.3_1272	1	0.2
NC_000913.3_72	NC_000913.3_2439	1	0.25
NC_000913.3_343	NC_000913.3_342	1	1.0
NC_000913.3_343	NC_000913.3_344	1	1.0
NC_000913.3_3766	NC_000913.3_712	1	0.5
NC_000913.3_3766	NC_000913.3_3767	1	0.5
NC_000913.3_2487	NC_000913.3_2486	1	1.0
NC_000913.3_2696	NC_000913.3_2697	1	1.0
NC_000913.3_1097	NC_000913.3_263	1	0.5
NC_000913.3_1754	NC_000913.3_3885	1	0.5
NC_000913.3_1249	NC_000913.3_2680	1	1.0
NC_000913.3_3804	NC_000913.3_3805	1	1.0
NC_000913.3_1762	NC_000913.3_2599	1	0.025
NC_000913.3_1762	NC_000913.3_708	1	0.2
NC_000913.3_1762	NC_000913.3_3227	1	0.06666666666666667
NC_000913.3_1762	NC_000913.3_1658	1	0.2
NC_000913.3_4005	NC_000913.3_4004	1	1.0
NC_000913.3_1915	NC_000913.3_1914	1	0.5
NC_000913.3_1915	NC_000913.3_3714	1	0.5
NC_000913.3_1915	NC_000913.3_3716	1	0.5
NC_000913.3_3383	NC_000913.3_3384	1	1.0
NC_000913.3_4250	NC_000913.3_4251	1	1.0
NC_000913.3_3193	NC_000913.3_3823	1	0.14285714285714285
NC_000913.3_838	NC_000913.3_839	1	1.0
NC_000913.3_417	NC_000913.3_416	1	1.0
NC_000913.3_2106	NC_000913.3_38	1	0.3333333333333333
NC_000913.3_2598	NC_000913.3_1227	1	0.3333333333333333
NC_000913.3_3735	NC_000913.3_3734	1	0.5
NC_000913.3_3801	NC_000913.3_3802	1	1.0
NC_000913.3_1251	NC_000913.3_719	1	0.16666666666666666
NC_000913.3_154	NC_000913.3_153	1	1.0
NC_000913.3_2135	NC_000913.3_373	1	0.1111111111111111
NC_000913.3_2475	NC_000913.3_3038	1	0.2
NC_000913.3_4221	NC_000913.3_1563	1	0.5
NC_000913.3_1701	NC_000913.3_51	1	0.5
NC_000913.3_1296	NC_000913.3_2142	1	0.08333333333333333
NC_000913.3_1296	NC_000913.3_2867	1	0.08333333333333333
NC_000913.3_1296	NC_000913.3_650	1	0.08333333333333333
NC_000913.3_1296	NC_000913.3_846	1	0.08333333333333333
NC_000913.3_1296	NC_000913.3_1462	1	0.08333333333333333
NC_000913.3_3908	NC_000913.3_3591	1	0.16666666666666666
NC_000913.3_3908	NC_000913.3_3360	1	0.5
NC_000913.3_1834	NC_000913.3_1089	1	1.0
NC_000913.3_2765	NC_000913.3_2585	1	0.5
NC_000913.3_2708	NC_000913.3_2707	1	0.5
NC_000913.3_3572	NC_000913.3_2173	1	0.006060606060606061
NC_000913.3_3572	NC_000913.3_1982	1	0.2
NC_000913.3_1584	NC_000913.3_1585	1	1.0
NC_000913.3_3685	NC_000913.3_3686	1	1.0
NC_000913.3_2867	NC_000913.3_2868	1	1.0
NC_000913.3_827	NC_000913.3_4219	1	0.5
NC_000913.3_2147	NC_000913.3_2146	1	1.0
NC_000913.3_2147	NC_000913.3_2148	1	1.0
NC_000913.3_1143	NC_000913.3_4256	1	0.07692307692307693
NC_000913.3_2451	NC_000913.3_2452	1	1.0
NC_000913.3_4098	NC_000913.3_4099	1	1.0
NC_000913.3_1441	NC_000913.3_1442	1	1.0
NC_000913.3_1779	NC_000913.3_1932	1	0.5
NC_000913.3_4101	NC_000913.3_4100	1	1.0
NC_000913.3_2353	NC_000913.3_2352	1	1.0
NC_000913.3_3414	NC_000913.3_3415	1	0.5
NC_000913.3_2534	NC_000913.3_2102	1	0.05555555555555555
NC_000913.3_3370	NC_000913.3_251	1	0.2
NC_000913.3_4256	NC_000913.3_1560	1	0.07692307692307693
NC_000913.3_4256	NC_000913.3_3234	1	0.07692307692307693
NC_000913.3_4256	NC_000913.3_3243	1	0.07692307692307693
NC_000913.3_1089	NC_000913.3_1090	1	1.0
NC_000913.3_661	NC_000913.3_327	1	0.004807692307692308
NC_000913.3_661	NC_000913.3_1877	1	0.0625
NC_000913.3_661	NC_000913.3_2222	1	0.0625
NC_000913.3_661	NC_000913.3_3484	1	0.03125
NC_000913.3_661	NC_000913.3_594	1	0.0625
NC_000913.3_3249	NC_000913.3_3248	1	1.0
NC_000913.3_2246	NC_000913.3_2245	1	0.5
NC_000913.3_2511	NC_000913.3_2512	1	1.0
NC_000913.3_3592	NC_000913.3_3591	1	0.3333333333333333
NC_000913.3_4191	NC_000913.3_4190	1	0.5
NC_000913.3_2435	NC_000913.3_2436	1	1.0
NC_000913.3_3932	NC_000913.3_64	1	1.0
NC_000913.3_3385	NC_000913.3_3384	1	1.0
NC_000913.3_1029	NC_000913.3_1030	1	1.0
NC_000913.3_2667	NC_000913.3_2666	1	1.0
NC_000913.3_2133	NC_000913.3_2132	1	1.0
NC_000913.3_2222	NC_000913.3_2221	1	1.0
NC_000913.3_2247	NC_000913.3_2164	1	0.125
NC_000913.3_1068	NC_000913.3_1069	1	1.0
NC_000913.3_910	NC_000913.3_911	1	1.0
NC_000913.3_655	NC_000913.3_90	1	1.0
NC_000913.3_3791	NC_000913.3_3790	1	0.3333333333333333
NC_000913.3_3791	NC_000913.3_1268	1	0.3333333333333333
NC_000913.3_4073	NC_000913.3_2657	1	1.0
NC_000913.3_4073	NC_000913.3_4074	1	1.0
NC_000913.3_894	NC_000913.3_2797	1	0.030303030303030304
NC_000913.3_4086	NC_000913.3_461	1	0.5
NC_000913.3_534	NC_000913.3_2797	1	0.030303030303030304
NC_000913.3_2191	NC_000913.3_2190	1	1.0
NC_000913.3_3377	NC_000913.3_3378	1	1.0
NC_000913.3_1592	NC_000913.3_118	1	0.5
NC_000913.3_2013	NC_000913.3_2012	1	1.0
NC_000913.3_1937	NC_000913.3_356	1	0.16666666666666666
NC_000913.3_588	NC_000913.3_2677	1	0.3333333333333333
NC_000913.3_1675	NC_000913.3_40	1	0.5
NC_000913.3_627	NC_000913.3_626	1	1.0
NC_000913.3_638	NC_000913.3_2003	1	0.5
NC_000913.3_1699	NC_000913.3_3291	1	0.3333333333333333
NC_000913.3_2411	NC_000913.3_2410	1	1.0
NC_000913.3_3927	NC_000913.3_3926	1	1.0
NC_000913.3_368	NC_000913.3_585	1	0.5
NC_000913.3_368	NC_000913.3_4031	1	0.5
NC_000913.3_1267	NC_000913.3_1266	1	1.0
NC_000913.3_1267	NC_000913.3_1268	1	1.0
NC_000913.3_1168	NC_000913.3_1169	1	1.0
NC_000913.3_2093	NC_000913.3_2092	1	1.0
NC_000913.3_2630	NC_000913.3_2631	1	1.0
NC_000913.3_2772	NC_000913.3_2773	1	1.0
NC_000913.3_244	NC_000913.3_245	1	1.0
NC_000913.3_566	NC_000913.3_3279	1	0.25
NC_000913.3_4031	NC_000913.3_3331	1	0.3333333333333333
NC_000913.3_1432	NC_000913.3_488	1	0.16666666666666666
NC_000913.3_2795	NC_000913.3_1857	1	0.25
NC_000913.3_3260	NC_000913.3_1911	1	0.05555555555555555
NC_000913.3_3117	NC_000913.3_1134	1	0.5
NC_000913.3_2415	NC_000913.3_2416	1	1.0
NC_000913.3_1182	NC_000913.3_1183	1	1.0
NC_000913.3_1492	NC_000913.3_1491	1	1.0
NC_000913.3_1492	NC_000913.3_1493	1	1.0
NC_000913.3_410	NC_000913.3_1911	1	0.05555555555555555
NC_000913.3_614	NC_000913.3_3842	1	0.25
NC_000913.3_1374	NC_000913.3_4219	1	0.5
NC_000913.3_4019	NC_000913.3_4018	1	1.0
NC_000913.3_2977	NC_000913.3_1615	1	0.3333333333333333
NC_000913.3_2571	NC_000913.3_2173	1	0.030303030303030304
NC_000913.3_4043	NC_000913.3_4042	1	1.0
NC_000913.3_1820	NC_000913.3_1819	1	1.0
NC_000913.3_1682	NC_000913.3_2087	1	0.16666666666666666
NC_000913.3_1682	NC_000913.3_3904	1	0.3333333333333333
NC_000913.3_3740	NC_000913.3_1017	1	0.3333333333333333
NC_000913.3_576	NC_000913.3_2164	1	0.0625
NC_000913.3_3406	NC_000913.3_3405	1	1.0
NC_000913.3_3128	NC_000913.3_3127	1	1.0
NC_000913.3_2173	NC_000913.3_2225	1	0.030303030303030304
NC_000913.3_2173	NC_000913.3_2227	1	0.030303030303030304
NC_000913.3_2173	NC_000913.3_2654	1	0.030303030303030304
NC_000913.3_2173	NC_000913.3_889	1	0.015151515151515152
NC_000913.3_2173	NC_000913.3_1139	1	0.030303030303030304
NC_000913.3_2173	NC_000913.3_2797	1	0.0009182736455463728
NC_000913.3_2173	NC_000913.3_2419	1	0.030303030303030304
NC_000913.3_2173	NC_000913.3_1919	1	0.007575757575757576
NC_000913.3_3488	NC_000913.3_1773	1	0.06666666666666667
NC_000913.3_1833	NC_000913.3_3608	1	0.16666666666666666
NC_000913.3_1314	NC_000913.3_1315	1	1.0
NC_000913.3_840	NC_000913.3_839	1	1.0
NC_000913.3_3988	NC_000913.3_3989	1	0.5
NC_000913.3_965	NC_000913.3_569	1	0.125
NC_000913.3_1093	NC_000913.3_1094	1	1.0
NC_000913.3_1998	NC_000913.3_1999	1	1.0
NC_000913.3_2422	NC_000913.3_2421	1	1.0
NC_000913.3_2422	NC_000913.3_2423	1	1.0
NC_000913.3_2669	NC_000913.3_2668	1	1.0
NC_000913.3_385	NC_000913.3_327	3	0.07692307692307693
NC_000913.3_3279	NC_000913.3_569	1	0.0625
NC_000913.3_3379	NC_000913.3_3378	1	1.0
NC_000913.3_122	NC_000913.3_123	1	1.0
NC_000913.3_3885	NC_000913.3_3053	1	0.25
NC_000913.3_3885	NC_000913.3_2141	1	0.25
NC_000913.3_1914	NC_000913.3_1913	1	1.0
NC_000913.3_2817	NC_000913.3_2102	1	0.05555555555555555
NC_000913.3_4013	NC_000913.3_4012	1	1.0
NC_000913.3_4013	NC_000913.3_4014	1	1.0
NC_000913.3_172	NC_000913.3_171	1	1.0
NC_000913.3_4263	NC_000913.3_4262	1	1.0
NC_000913.3_753	NC_000913.3_752	1	1.0
NC_000913.3_753	NC_000913.3_754	1	1.0
NC_000913.3_2783	NC_000913.3_1527	1	0.027777777777777776
NC_000913.3_739	NC_000913.3_2797	1	0.010101010101010102
NC_000913.3_1237	NC_000913.3_3401	1	0.3333333333333333
NC_000913.3_634	NC_000913.3_635	1	1.0
NC_000913.3_373	NC_000913.3_2172	1	0.3333333333333333
NC_000913.3_373	NC_000913.3_2174	1	0.3333333333333333
NC_000913.3_898	NC_000913.3_897	1	1.0
NC_000913.3_4004	NC_000913.3_4003	1	1.0
NC_000913.3_3954	NC_000913.3_554	1	0.5
NC_000913.3_3871	NC_000913.3_2102	1	0.05555555555555555
NC_000913.3_2019	NC_000913.3_1911	1	0.027777777777777776
NC_000913.3_2703	NC_000913.3_2702	1	1.0
NC_000913.3_2703	NC_000913.3_2102	1	0.05555555555555555
NC_000913.3_1980	NC_000913.3_1981	1	1.0
NC_000913.3_936	NC_000913.3_1326	1	0.5
NC_000913.3_152	NC_000913.3_153	1	1.0
NC_000913.3_3235	NC_000913.3_2348	1	0.5
NC_000913.3_2087	NC_000913.3_2633	1	0.25
NC_000913.3_2087	NC_000913.3_2088	1	0.5
NC_000913.3_3653	NC_000913.3_3654	1	1.0
NC_000913.3_2901	NC_000913.3_2320	1	0.25
NC_000913.3_2880	NC_000913.3_2879	1	1.0
NC_000913.3_1838	NC_000913.3_2098	1	0.25
NC_000913.3_1838	NC_000913.3_3314	1	0.25
NC_000913.3_1341	NC_000913.3_2566	1	0.3333333333333333
NC_000913.3_1341	NC_000913.3_1126	1	0.3333333333333333
NC_000913.3_2876	NC_000913.3_2877	1	1.0
NC_000913.3_1856	NC_000913.3_1857	1	0.5
NC_000913.3_180	NC_000913.3_179	1	1.0
NC_000913.3_1169	NC_000913.3_1170	1	1.0
NC_000913.3_1462	NC_000913.3_1463	1	1.0
NC_000913.3_1463	NC_000913.3_1464	1	1.0
NC_000913.3_3254	NC_000913.3_3253	1	1.0
NC_000913.3_3254	NC_000913.3_2200	1	0.3333333333333333
NC_000913.3_4012	NC_000913.3_4011	1	1.0
NC_000913.3_1491	NC_000913.3_1490	1	1.0
NC_000913.3_2920	NC_000913.3_3973	1	0.25
NC_000913.3_201	NC_000913.3_200	1	1.0
NC_000913.3_3920	NC_000913.3_3919	1	1.0
NC_000913.3_115	NC_000913.3_116	1	1.0
NC_000913.3_1724	NC_000913.3_1725	1	1.0
NC_000913.3_4096	NC_000913.3_4095	1	1.0
NC_000913.3_2065	NC_000913.3_4	1	0.5
NC_000913.3_2331	NC_000913.3_2330	1	1.0
NC_000913.3_2200	NC_000913.3_3256	1	0.3333333333333333
NC_000913.3_3997	NC_000913.3_3998	1	1.0
NC_000913.3_3786	NC_000913.3_3548	1	0.16666666666666666
NC_000913.3_4011	NC_000913.3_4010	1	1.0
NC_000913.3_45	NC_000913.3_44	1	0.25
NC_000913.3_1556	NC_000913.3_1557	1	1.0
NC_000913.3_1788	NC_000913.3_1911	1	0.05555555555555555
NC_000913.3_3940	NC_000913.3_3939	1	1.0
NC_000913.3_1017	NC_000913.3_1933	1	0.3333333333333333
NC_000913.3_2059	NC_000913.3_1636	1	0.2
NC_000913.3_2108	NC_000913.3_3432	1	0.3333333333333333
NC_000913.3_734	NC_000913.3_2292	1	0.2
NC_000913.3_734	NC_000913.3_735	1	1.0
NC_000913.3_2223	NC_000913.3_2840	1	0.125
NC_000913.3_2223	NC_000913.3_3031	1	0.125
NC_000913.3_3687	NC_000913.3_2877	1	0.3333333333333333
NC_000913.3_3687	NC_000913.3_2879	1	0.3333333333333333
NC_000913.3_4077	NC_000913.3_3999	1	0.5
NC_000913.3_3538	NC_000913.3_3539	1	0.5
NC_000913.3_1978	NC_000913.3_2164	1	0.125
NC_000913.3_2806	NC_000913.3_2797	1	0.015151515151515152
NC_000913.3_822	NC_000913.3_821	1	1.0
NC_000913.3_3225	NC_000913.3_864	1	0.5
NC_000913.3_1368	NC_000913.3_1367	1	0.5
NC_000913.3_1368	NC_000913.3_1369	1	0.5
NC_000913.3_3912	NC_000913.3_3911	1	1.0
NC_000913.3_811	NC_000913.3_810	1	1.0
NC_000913.3_261	NC_000913.3_2701	1	0.1
NC_000913.3_2912	NC_000913.3_2913	1	1.0
NC_000913.3_2671	NC_000913.3_2661	1	0.5
NC_000913.3_2604	NC_000913.3_1636	1	0.2
NC_000913.3_3512	NC_000913.3_3511	1	1.0
NC_000913.3_3512	NC_000913.3_1277	1	0.3333333333333333
NC_000913.3_44	NC_000913.3_2330	1	0.5
NC_000913.3_3405	NC_000913.3_3404	1	1.0
NC_000913.3_2466	NC_000913.3_2465	1	1.0
NC_000913.3_2097	NC_000913.3_2098	1	1.0
NC_000913.3_4314	NC_000913.3_4315	1	1.0
NC_000913.3_974	NC_000913.3_973	1	0.5
NC_000913.3_2662	NC_000913.3_2661	1	0.5
NC_000913.3_4037	NC_000913.3_3608	1	0.16666666666666666
NC_000913.3_2425	NC_000913.3_2599	1	0.125
NC_000913.3_2408	NC_000913.3_1773	1	0.013333333333333334
NC_000913.3_2657	NC_000913.3_2701	1	0.1
NC_000913.3_4315	NC_000913.3_4316	1	1.0
NC_000913.3_828	NC_000913.3_4218	1	1.0
NC_000913.3_254	NC_000913.3_168	1	0.5
NC_000913.3_911	NC_000913.3_912	1	1.0
NC_000913.3_1134	NC_000913.3_2006	1	0.5
NC_000913.3_833	NC_000913.3_2629	1	0.041666666666666664
NC_000913.3_1375	NC_000913.3_1376	1	1.0
NC_000913.3_1053	NC_000913.3_1911	1	0.05555555555555555
NC_000913.3_3619	NC_000913.3_3618	1	1.0
NC_000913.3_3306	NC_000913.3_327	1	0.07692307692307693
NC_000913.3_2155	NC_000913.3_3981	1	0.5
NC_000913.3_3142	NC_000913.3_3141	1	1.0
NC_000913.3_2447	NC_000913.3_1857	1	0.5
NC_000913.3_3608	NC_000913.3_3728	1	0.3333333333333333
NC_000913.3_1636	NC_000913.3_3764	1	0.2
NC_000913.3_960	NC_000913.3_961	1	1.0
NC_000913.3_3648	NC_000913.3_3647	1	1.0
NC_000913.3_3867	NC_000913.3_3381	1	0.3333333333333333
NC_000913.3_3867	NC_000913.3_3868	1	1.0
NC_000913.3_2373	NC_000913.3_140	1	1.0
NC_000913.3_3800	NC_000913.3_2102	1	0.05555555555555555
NC_000913.3_741	NC_000913.3_742	1	1.0
NC_000913.3_360	NC_000913.3_361	1	1.0
NC_000913.3_3910	NC_000913.3_3911	1	1.0
NC_000913.3_2102	NC_000913.3_2815	1	0.05555555555555555
NC_000913.3_2102	NC_000913.3_1644	1	0.018518518518518517
NC_000913.3_2102	NC_000913.3_3798	1	0.05555555555555555
NC_000913.3_2195	NC_000913.3_2194	1	1.0
NC_000913.3_1490	NC_000913.3_1489	1	1.0
NC_000913.3_3896	NC_000913.3_3897	1	1.0
NC_000913.3_80	NC_000913.3_81	1	1.0
NC_000913.3_562	NC_000913.3_563	1	1.0
NC_000913.3_2202	NC_000913.3_1773	1	0.06666666666666667
NC_000913.3_2017	NC_000913.3_1911	1	0.05555555555555555
NC_000913.3_3445	NC_000913.3_4017	1	0.25
NC_000913.3_1493	NC_000913.3_1484	1	1.0
NC_000913.3_3187	NC_000913.3_3188	1	1.0
NC_000913.3_1581	NC_000913.3_1582	1	1.0
NC_000913.3_653	NC_000913.3_2629	1	0.25
NC_000913.3_2089	NC_000913.3_2088	1	1.0
NC_000913.3_755	NC_000913.3_754	1	1.0
NC_000913.3_3153	NC_000913.3_1773	1	0.06666666666666667
NC_000913.3_1659	NC_000913.3_1658	1	1.0
NC_000913.3_1948	NC_000913.3_2797	1	0.030303030303030304
NC_000913.3_2146	NC_000913.3_2145	1	0.3333333333333333
NC_000913.3_1056	NC_000913.3_1055	1	1.0
NC_000913.3_3019	NC_000913.3_1327	1	0.5
NC_000913.3_4018	NC_000913.3_4017	1	0.25
NC_000913.3_2456	NC_000913.3_2457	1	0.2
NC_000913.3_2022	NC_000913.3_2021	1	1.0
NC_000913.3_2589	NC_000913.3_2457	1	0.2
NC_000913.3_2564	NC_000913.3_2563	1	1.0
NC_000913.3_1347	NC_000913.3_1523	1	1.0
NC_000913.3_1078	NC_000913.3_1077	1	1.0
NC_000913.3_1078	NC_000913.3_1079	1	1.0
NC_000913.3_3547	NC_000913.3_3548	1	0.3333333333333333
NC_000913.3_2706	NC_000913.3_2707	1	0.16666666666666666
NC_000913.3_1606	NC_000913.3_1605	1	1.0
NC_000913.3_2599	NC_000913.3_526	1	0.0625
NC_000913.3_2599	NC_000913.3_3609	1	0.125
NC_000913.3_1109	NC_000913.3_1110	1	1.0
NC_000913.3_3322	NC_000913.3_3321	1	1.0
NC_000913.3_548	NC_000913.3_1773	1	0.011111111111111112
NC_000913.3_2084	NC_000913.3_2083	1	1.0
NC_000913.3_2606	NC_000913.3_2471	1	0.5
NC_000913.3_3232	NC_000913.3_1773	1	0.06666666666666667
NC_000913.3_1751	NC_000913.3_3053	1	0.5
NC_000913.3_4281	NC_000913.3_4280	1	1.0
NC_000913.3_3962	NC_000913.3_3963	1	1.0
NC_000913.3_161	NC_000913.3_160	1	1.0
NC_000913.3_3813	NC_000913.3_3814	1	1.0
NC_000913.3_3465	NC_000913.3_2797	1	0.030303030303030304
NC_000913.3_1339	NC_000913.3_1338	1	1.0
NC_000913.3_2629	NC_000913.3_2292	1	0.05
NC_000913.3_2134	NC_000913.3_2141	1	0.125
NC_000913.3_2134	NC_000913.3_1604	1	0.125
NC_000913.3_3717	NC_000913.3_3716	1	1.0
NC_000913.3_3518	NC_000913.3_3336	1	0.5
NC_000913.3_3243	NC_000913.3_1919	1	0.25
NC_000913.3_4112	NC_000913.3_4113	1	1.0
NC_000913.3_2164	NC_000913.3_578	1	0.125
NC_000913.3_608	NC_000913.3_609	1	1.0
NC_000913.3_3756	NC_000913.3_3757	1	1.0
NC_000913.3_3989	NC_000913.3_3474	1	0.5
NC_000913.3_1527	NC_000913.3_4134	1	0.08333333333333333
NC_000913.3_3321	NC_000913.3_3320	1	1.0
NC_000913.3_2225	NC_000913.3_3484	1	0.5
NC_000913.3_1338	NC_000913.3_1337	1	1.0
NC_000913.3_1690	NC_000913.3_1691	1	1.0
NC_000913.3_2190	NC_000913.3_2189	1	1.0
NC_000913.3_2945	NC_000913.3_4269	1	0.2
NC_000913.3_1077	NC_000913.3_1076	1	1.0
NC_000913.3_1619	NC_000913.3_1079	1	0.5
NC_000913.3_720	NC_000913.3_721	1	1.0
NC_000913.3_2297	NC_000913.3_2296	1	0.5
NC_000913.3_3768	NC_000913.3_3769	1	1.0
NC_000913.3_980	NC_000913.3_1773	1	0.06666666666666667
NC_000913.3_326	NC_000913.3_327	1	0.07692307692307693
NC_000913.3_1105	NC_000913.3_1104	1	1.0
NC_000913.3_721	NC_000913.3_1919	1	0.25
NC_000913.3_1911	NC_000913.3_1064	1	0.05555555555555555
NC_000913.3_526	NC_000913.3_2797	1	0.015151515151515152
NC_000913.3_2419	NC_000913.3_2418	1	1.0
NC_000913.3_3999	NC_000913.3_3998	1	1.0
NC_000913.3_288	NC_000913.3_973	1	0.5
NC_000913.3_1604	NC_000913.3_1605	1	0.5
NC_000913.3_3591	NC_000913.3_3548	1	0.1111111111111111
NC_000913.3_1773	NC_000913.3_1282	1	0.06666666666666667
